2.545871496200561523e+00,2.540728569030761719e+00,2.540987014770507812e+00,2.485987186431884766e+00,2.465987205505371094e+00,2.455987215042114258e+00,2.455987215042114258e+00,2.470987319946289062e+00,2.485987186431884766e+00,2.520871400833129883e+00,2.560728549957275391e+00,2.590435266494750977e+00,2.595435380935668945e+00,2.620435476303100586e+00,2.630435228347778320e+00,2.645435094833374023e+00,2.650434970855712891e+00,2.650434970855712891e+00,2.630728483200073242e+00,2.600728273391723633e+00
2.596083164215087891e+00,2.516341447830200195e+00,2.406375408172607422e+00,2.316375494003295898e+00,2.266375541687011719e+00,2.251375436782836914e+00,2.251375436782836914e+00,2.371237516403198242e+00,2.466083288192749023e+00,3.391081809997558594e+00,3.341341018676757812e+00,2.861082553863525391e+00,2.751082897186279297e+00,2.771082639694213867e+00,2.826082706451416016e+00,2.866082906723022461e+00,2.836082696914672852e+00,2.796082973480224609e+00,2.726082801818847656e+00,2.651082992553710938e+00
1.000000000000000000e+01,2.501406192779541016e+00,2.301344394683837891e+00,2.281384468078613281e+00,2.271396875381469727e+00,2.261396884918212891e+00,2.241396903991699219e+00,3.916396856307983398e+00,3.711396932601928711e+00,3.511396884918212891e+00,3.306253194808959961e+00,3.091253280639648438e+00,2.956253528594970703e+00,2.861253738403320312e+00,2.841253519058227539e+00,2.841253519058227539e+00,2.886253595352172852e+00,2.951253652572631836e+00,2.906396865844726562e+00,2.736397027969360352e+00
1.960688352584838867e+00,2.165925025939941406e+00,1.000000000000000000e+01,2.481189966201782227e+00,2.621189594268798828e+00,2.596189498901367188e+00,2.601189374923706055e+00,4.276252746582031250e+00,3.916252851486206055e+00,3.611188173294067383e+00,3.301022291183471680e+00,3.040681838989257812e+00,2.850682735443115234e+00,2.750683069229125977e+00,2.725683212280273438e+00,2.730683326721191406e+00,2.780683040618896484e+00,1.000000000000000000e+01,2.975682258605957031e+00,1.920688748359680176e+00
1.975551605224609375e+00,2.260549068450927734e+00,2.500547409057617188e+00,2.980544805526733398e+00,4.160541057586669922e+00,4.160541057586669922e+00,5.255677223205566406e+00,4.725677967071533203e+00,4.210540771484375000e+00,3.710542201995849609e+00,3.310543298721313477e+00,3.024691581726074219e+00,2.804887294769287109e+00,2.724887847900390625e+00,2.705407619476318359e+00,2.710407733917236328e+00,2.760407447814941406e+00,2.290410995483398438e+00,1.985414028167724609e+00,1.880552530288696289e+00
2.094497442245483398e+00,2.464491128921508789e+00,2.913280487060546875e+00,3.438273191452026367e+00,5.128259658813476562e+00,7.339467048645019531e+00,6.449468135833740234e+00,5.469021320343017578e+00,4.584474086761474609e+00,3.823268890380859375e+00,3.379262208938598633e+00,2.984038114547729492e+00,2.793546676635742188e+00,2.734487533569335938e+00,2.618549823760986328e+00,2.613802194595336914e+00,2.849039793014526367e+00,2.188296794891357422e+00,2.214495182037353516e+00,1.994499683380126953e+00
2.198025226593017578e+00,2.366485118865966797e+00,2.626476049423217773e+00,3.211460590362548828e+00,5.017985820770263672e+00,7.707974910736083984e+00,8.167974472045898438e+00,5.111434936523437500e+00,5.047985553741455078e+00,4.017993450164794922e+00,3.356784820556640625e+00,3.003006458282470703e+00,2.818009853363037109e+00,2.662428379058837891e+00,2.628013849258422852e+00,2.632429122924804688e+00,2.151494503021240234e+00,2.166818857192993164e+00,2.397128343582153320e+00,2.138027191162109375e+00
2.129275798797607422e+00,2.179272174835205078e+00,2.424257993698120117e+00,3.029232263565063477e+00,5.211083412170410156e+00,9.961062431335449219e+00,1.000000000000000000e+01,5.121084213256835938e+00,5.116084098815917969e+00,4.366091728210449219e+00,3.561104297637939453e+00,3.066114902496337891e+00,2.775027513504028320e+00,2.731124401092529297e+00,2.630033016204833984e+00,2.665774822235107422e+00,2.145057439804077148e+00,2.211144447326660156e+00,2.289265632629394531e+00,2.139275074005126953e+00
1.971706390380859375e+00,2.021701335906982422e+00,2.246681213378906250e+00,2.832097530364990234e+00,5.268355369567871094e+00,9.913324356079101562e+00,1.000000000000000000e+01,5.818770885467529297e+00,4.441589832305908203e+00,4.201595783233642578e+00,3.718802928924560547e+00,3.163398742675781250e+00,2.883409261703491211e+00,2.711649417877197266e+00,2.628001213073730469e+00,2.657106876373291016e+00,2.293857812881469727e+00,2.298439741134643555e+00,2.141690015792846680e+00,1.981705307960510254e+00
1.863303542137145996e+00,1.903297662734985352e+00,2.118269205093383789e+00,2.713732719421386719e+00,5.540147781372070312e+00,1.000000000000000000e+01,9.808595657348632812e+00,5.093644142150878906e+00,4.441123962402343750e+00,3.668683528900146484e+00,3.663683414459228516e+00,3.406153440475463867e+00,3.030217170715332031e+00,2.716185569763183594e+00,2.569742202758789062e+00,2.574742317199707031e+00,2.799727201461791992e+00,2.381207704544067383e+00,2.018281698226928711e+00,1.883300542831420898e+00
1.755073308944702148e+00,1.815061330795288086e+00,2.040022611618041992e+00,2.641073703765869141e+00,5.690388202667236328e+00,7.700359344482421875e+00,6.145944118499755859e+00,4.700411319732666016e+00,3.805441856384277344e+00,3.545454025268554688e+00,3.295466899871826172e+00,3.457644462585449219e+00,3.302652120590209961e+00,2.717152595520019531e+00,2.568225145339965820e+00,3.515455245971679688e+00,3.355463743209838867e+00,2.349981546401977539e+00,1.945037722587585449e+00,1.780068159103393555e+00
1.706535458564758301e+00,1.756523251533508301e+00,1.971477389335632324e+00,2.646381855010986328e+00,4.816872596740722656e+00,4.741875171661376953e+00,4.651877880096435547e+00,4.378097534179687500e+00,3.446932077407836914e+00,3.326939582824707031e+00,3.181949377059936523e+00,3.246945381164550781e+00,3.094339370727539062e+00,2.759941577911376953e+00,3.449895143508911133e+00,3.544890403747558594e+00,3.309325695037841797e+00,2.301424026489257812e+00,1.871497392654418945e+00,1.659521818161010742e+00
